respondent_id,xyz_vaccine,seasonal_vaccine
29796,0.127061119,0.297988973
29797,0.055931806,0.101974354
29798,0.073527288,0.227230291
29799,0.105722893,0.641011973
29800,0.204803351,0.878949562
29801,0.643119688,0.910153008
29802,0.1420697,0.167685919
29803,0.281454315,0.52059971
29804,0.113189606,0.199504656
29805,0.195134137,0.299392927
29806,0.108666251,0.260704028
29807,0.070458432,0.142348572
29808,0.102782723,0.818870926
29809,0.086638851,0.059584717
29810,0.345313735,0.569504133
29811,0.134474904,0.483130507
29812,0.111748696,0.331038168
29813,0.15609964,0.631627782
29814,0.38208607,0.166571229
29815,0.508917946,0.881729797
29816,0.10097543,0.118534225
29817,0.087886524,0.526932966
29818,0.203336124,0.659969565
29819,0.218784501,0.832023874
29820,0.543651756,0.82723643
29821,0.058223743,0.154038083
29822,0.320892831,0.644177621
29823,0.290423408,0.680882385
29824,0.370715572,0.427052808
29825,0.082228558,0.277406826
29826,0.115277897,0.817925734
29827,0.06762664,0.335020362
29828,0.112100424,0.326676168
29829,0.123095228,0.495616083
29830,0.123608214,0.213586957
29831,0.112241874,0.288176198
29832,0.432169432,0.90746693
29833,0.212251422,0.741884299
29834,0.122239868,0.617699208
29835,0.364389301,0.818340433
29836,0.058893413,0.096758455
29837,0.06004771,0.768533987
29838,0.490535035,0.880296738
29839,0.102019848,0.426087549
29840,0.08870452,0.634648986
29841,0.442017022,0.55729861
29842,0.10673951,0.242296772
29843,0.136757202,0.314442096
29844,0.272751767,0.167137823
29845,0.168310977,0.794728259
29846,0.2440419,0.268171015
29847,0.118438384,0.237852878
29848,0.145109881,0.385345004
29849,0.122496441,0.484654413
29850,0.268484577,0.646913166
29851,0.184444845,0.533596062
29852,0.097211723,0.221949897
29853,0.05914035,0.03943813
29854,0.631642383,0.894057642
29855,0.787510979,0.618854936
29856,0.123522442,0.350277688
29857,0.176567103,0.530253476
29858,0.07427125,0.544422686
29859,0.184350641,0.77364452
29860,0.126113569,0.211382873
29861,0.38065885,0.842879995
29862,0.11358966,0.763397209
29863,0.396157687,0.402531863
29864,0.102396603,0.068470374
29865,0.210375601,0.230725736
29866,0.24387458,0.50054432
29867,0.133425086,0.707642589
29868,0.315789582,0.896461049
29869,0.237099799,0.396959434
29870,0.167971552,0.447475942
29871,0.180979431,0.492283457
29872,0.330030275,0.373063771
29873,0.137291056,0.751179075
29874,0.125744558,0.58009184
29875,0.120232469,0.246149625
29876,0.498418001,0.894389535
29877,0.169090471,0.41098193
29878,0.120347327,0.351386638
29879,0.517862951,0.928108547
29880,0.080927635,0.309378014
29881,0.370696759,0.601130023
29882,0.604354812,0.888427465
29883,0.110331024,0.223125134
29884,0.049543701,0.044159037
29885,0.290552304,0.85134418
29886,0.108043144,0.549221261
29887,0.289547965,0.494524251
29888,0.099608604,0.390979795
29889,0.357563631,0.241852069
29890,0.080190698,0.323915478
29891,0.201621432,0.858849676
29892,0.140237027,0.695736834
29893,0.312504194,0.807534948
29894,0.436764291,0.972454412
29895,0.449755458,0.547863316
29896,0.089036813,0.489968847
29897,0.088812544,0.314638942
29898,0.126140025,0.15740307
29899,0.179549291,0.716908142
29900,0.142432262,0.461719722
29901,0.159390468,0.753981839
29902,0.18610215,0.793435014
29903,0.191381075,0.682701797
29904,0.161644809,0.67867611
29905,0.07987762,0.404165141
29906,0.084657776,0.090007758
29907,0.097299005,0.55899267
29908,0.147631435,0.462635499
29909,0.138455613,0.812654588
29910,0.172527314,0.604872887
29911,0.106463312,0.287829861
29912,0.139220861,0.334228787
29913,0.461905407,0.515421357
29914,0.455375375,0.825364325
29915,0.124294189,0.597214629
29916,0.175344767,0.115728655
29917,0.139966604,0.810111446
29918,0.091923387,0.253090244
29919,0.097078739,0.144941844
29920,0.093423899,0.278127745
29921,0.516973864,0.792189892
29922,0.213588194,0.881421748
29923,0.452969693,0.45292062
29924,0.092319709,0.142605711
29925,0.077052774,0.101341343
29926,0.098412205,0.699653718
29927,0.105558072,0.34933914
29928,0.154536907,0.401380512
29929,0.316360962,0.850747503
29930,0.159338126,0.669316158
29931,0.375956187,0.733618019
29932,0.193666199,0.455926158
29933,0.205722851,0.759990926
29934,0.37884285,0.892067467
29935,0.112549737,0.798696472
29936,0.280326792,0.574857716
29937,0.205475422,0.261965617
29938,0.149524096,0.246954545
29939,0.166037679,0.507310902
29940,0.109653583,0.269164512
29941,0.169119127,0.530597919
29942,0.168128508,0.606767776
29943,0.123301503,0.423419643
29944,0.084106261,0.014184436
29945,0.135730997,0.24372399
29946,0.142170139,0.454907117
29947,0.079486805,0.3006351
29948,0.224197056,0.477126459
29949,0.101555983,0.735313747
29950,0.084636924,0.114333784
29951,0.097232056,0.307304213
29952,0.502995443,0.871855609
29953,0.130332921,0.907135831
29954,0.17005028,0.384608348
29955,0.103850781,0.194906749
29956,0.128350413,0.241671901
29957,0.191533872,0.635276184
29958,0.448166735,0.751187174
29959,0.068904989,0.207058787
29960,0.069209143,0.765345259
29961,0.188781419,0.373620639
29962,0.505882828,0.914912063
29963,0.367104822,0.414605027
29964,0.145689188,0.468720495
29965,0.190097835,0.330292428
29966,0.242521569,0.830854653
29967,0.64405056,0.931381112
29968,0.040818472,0.135296486
29969,0.741397685,0.399660913
29970,0.502713073,0.934571349
29971,0.13904127,0.585856885
29972,0.339440855,0.234486933
29973,0.57201902,0.579882652
29974,0.107018198,0.203970201
29975,0.334250001,0.190666444
29976,0.118140354,0.921277531
29977,0.069993486,0.17777202
29978,0.524531602,0.496653573
29979,0.227682299,0.843990425
29980,0.179864032,0.102467272
29981,0.110372898,0.446785158
29982,0.376581677,0.878602469
29983,0.270726509,0.590085867
29984,0.136690769,0.148217527
29985,0.402247123,0.918511768
29986,0.446454612,0.918900961
29987,0.787361812,0.841235945
29988,0.063469095,0.156568695
29989,0.088542848,0.187465878
29990,0.123758431,0.388345515
29991,0.371152769,0.521819325
29992,0.119755803,0.150590398
29993,0.101376421,0.183607877
29994,0.059926528,0.062700972
29995,0.112774518,0.260957314
29996,0.488059781,0.717797016
29997,0.073118517,0.563137308
29998,0.426659192,0.339030574
29999,0.447963243,0.642759407
30000,0.247948688,0.522888174
30001,0.056845239,0.192062323
30002,0.067622957,0.264300599
30003,0.265820929,0.699977756
30004,0.277990061,0.45838834
30005,0.151999015,0.422926232
30006,0.371233335,0.652235563
30007,0.576659385,0.715087529
30008,0.508075015,0.879742287
30009,0.081419142,0.607455994
30010,0.448067471,0.887870984
30011,0.189520786,0.877188716
30012,0.115987864,0.47843314
30013,0.152090659,0.553560371
30014,0.332402038,0.373828529
30015,0.060153807,0.215767682
30016,0.371032446,0.851380123
30017,0.444219518,0.705017884
30018,0.194076837,0.910292738
30019,0.298952164,0.676045907
30020,0.098092878,0.254074306
30021,0.059848274,0.165991986
30022,0.546259089,0.546776669
30023,0.094138951,0.674877242
30024,0.614446744,0.392007407
30025,0.268818006,0.551267082
30026,0.147417367,0.167485885
30027,0.216018343,0.510044532
30028,0.414681237,0.087112281
30029,0.129710983,0.345456433
30030,0.651239864,0.716552432
30031,0.351881906,0.522813429
30032,0.096085088,0.498304681
30033,0.325091292,0.370840077
30034,0.12683014,0.637988319
30035,0.130950796,0.308387357
30036,0.182876888,0.459498675
30037,0.398214033,0.344938467
30038,0.114143578,0.216447049
30039,0.113571931,0.188161178
30040,0.238715082,0.09492367
30041,0.185787377,0.689224964
30042,0.215719732,0.52269414
30043,0.096305241,0.122365238
30044,0.118192333,0.177131041
30045,0.234654419,0.403938911
30046,0.185686783,0.781429319
30047,0.052971477,0.063505984
30048,0.096058448,0.162501849
30049,0.196418148,0.310602959
30050,0.358715971,0.60019038
30051,0.101236222,0.258420826
30052,0.239014143,0.346604076
30053,0.092259205,0.422962082
30054,0.515850533,0.666484313
30055,0.470157686,0.714875289
30056,0.099237875,0.187953639
30057,0.081163407,0.085131043
30058,0.066616693,0.241052636
30059,0.243970294,0.533353044
30060,0.128642931,0.356302841
30061,0.206632389,0.599687965
30062,0.17698968,0.845283025
30063,0.087306051,0.077334058
30064,0.138242548,0.679900228
30065,0.484944067,0.831946318
30066,0.185831275,0.263529095
30067,0.805280061,0.851109717
30068,0.640672894,0.84793641
30069,0.245300628,0.352098413
30070,0.143001341,0.455606712
30071,0.056753563,0.254667482
30072,0.220010124,0.841919475
30073,0.096171994,0.186265567
30074,0.154224085,0.732040214
30075,0.177449005,0.188002693
30076,0.11823835,0.42101077
30077,0.096083391,0.212991801
30078,0.129523529,0.530953689
30079,0.137507929,0.17724565
30080,0.155741597,0.86147936
30081,0.087797533,0.082748759
30082,0.15578021,0.624740773
30083,0.427101897,0.603423706
30084,0.095679365,0.041807623
30085,0.087193318,0.151024532
30086,0.345657742,0.581498633
30087,0.06809266,0.110463079
30088,0.185598033,0.118245299
30089,0.621246622,0.896357361
30090,0.157718046,0.432980508
30091,0.274460214,0.27658804
30092,0.309711741,0.265858928
30093,0.193155413,0.314979939
30094,0.173789059,0.285163178
30095,0.164584531,0.853797284
30096,0.140205329,0.660822684
30097,0.527593489,0.738240619
30098,0.130842172,0.360127558
30099,0.184358046,0.87922768
30100,0.11519332,0.378131838
30101,0.19114852,0.904540545
30102,0.126586841,0.233412473
30103,0.266241062,0.590245974
30104,0.07567104,0.168005281
30105,0.201684745,0.330909697
30106,0.189597179,0.154045148
30107,0.118073441,0.745270825
30108,0.080107738,0.291216825
30109,0.298594018,0.66480214
30110,0.337223853,0.800781364
30111,0.293472596,0.800014862
30112,0.128325909,0.123419952
30113,0.257996176,0.460457783
30114,0.034088899,0.222853584
30115,0.507026351,0.985685368
30116,0.165199705,0.673082453
30117,0.131915548,0.217451644
30118,0.138942671,0.290394897
30119,0.080951905,0.074533567
30120,0.148176701,0.281207051
30121,0.56657258,0.499439995
30122,0.178460356,0.838086462
30123,0.061448457,0.032319895
30124,0.094217236,0.209600559
30125,0.117837897,0.85636244
30126,0.201184435,0.425951883
30127,0.228779462,0.593880823
30128,0.079374946,0.276642848
30129,0.208561093,0.684470332
30130,0.074306668,0.084778495
30131,0.51478536,0.792193184
30132,0.084642092,0.13285388
30133,0.116031564,0.819837849
30134,0.089553653,0.435739274
30135,0.139872133,0.327253283
30136,0.186063661,0.638670094
30137,0.491690458,0.853205721
30138,0.135045185,0.536290365
30139,0.154189505,0.121969131
30140,0.069497552,0.046108414
30141,0.113542165,0.608977421
30142,0.249952772,0.697215098
30143,0.052928402,0.069744141
30144,0.21179049,0.385085216
30145,0.140394505,0.631160042
30146,0.2166009,0.774245213
30147,0.194232286,0.397348654
30148,0.207464914,0.541665951
30149,0.111419632,0.164333628
30150,0.123943894,0.399859795
30151,0.230603052,0.40112631
30152,0.461157788,0.517350078
30153,0.194630623,0.905451675
30154,0.342328316,0.875520827
30155,0.400643417,0.791442271
30156,0.478281178,0.85149845
30157,0.142266871,0.418222894
30158,0.137645529,0.559966084
30159,0.091747392,0.764629822
30160,0.073965469,0.042604421
30161,0.347855222,0.819961462
30162,0.130597017,0.584534381
30163,0.073825565,0.228872269
30164,0.086315847,0.157497601
30165,0.424905657,0.827784731
30166,0.351255134,0.721029576
30167,0.086332536,0.042091289
30168,0.114205477,0.086265594
30169,0.074570084,0.599572584
30170,0.113459015,0.483161454
30171,0.06643336,0.437198182
30172,0.162292839,0.19675137
30173,0.151158374,0.380994269
30174,0.18418768,0.544570613
30175,0.174947885,0.127529425
30176,0.462418808,0.884373008
30177,0.165676559,0.370173004
30178,0.278923215,0.880458561
30179,0.135877556,0.317355011
30180,0.188615512,0.896589698
30181,0.189086836,0.952459871
30182,0.076493487,0.063932874
30183,0.353851274,0.687055325
30184,0.102905062,0.263776814
30185,0.251849385,0.505545339
30186,0.173992965,0.418372389
30187,0.134795462,0.713732323
30188,0.71788947,0.906775663
30189,0.162869376,0.357528772
30190,0.220622899,0.757445554
30191,0.45045336,0.242834721
30192,0.36097984,0.719944147
30193,0.123527193,0.226647243
30194,0.097824431,0.27192555
30195,0.153033963,0.310248907
30196,0.120107755,0.326058573
30197,0.321859986,0.769577301
30198,0.430360164,0.551864672
30199,0.056788216,0.136868957
30200,0.147790885,0.871171476
30201,0.149774205,0.446379575
30202,0.098825429,0.381927603
30203,0.081928131,0.156633078
30204,0.176506241,0.107027612
30205,0.05600468,0.0466302
30206,0.145532774,0.35323985
30207,0.088784139,0.437235267
30208,0.862868729,0.906921739
30209,0.080761916,0.208944586
30210,0.150757616,0.804050779
30211,0.292566783,0.577050973
30212,0.059055333,0.2201208
30213,0.16830113,0.645121782
30214,0.128120352,0.857951623
30215,0.103000585,0.650916716
30216,0.076880816,0.42007014
30217,0.685403681,0.830300701
30218,0.122894361,0.077956002
30219,0.140915086,0.764769514
30220,0.623249369,0.960857273
30221,0.1257362,0.415102354
30222,0.356214419,0.797021767
30223,0.168329807,0.465146519
30224,0.351996461,0.281559727
30225,0.504492914,0.763165925
30226,0.392537468,0.141962975
30227,0.601098047,0.974892522
30228,0.376451524,0.908631681
30229,0.222821509,0.511122786
30230,0.123348282,0.137520975
30231,0.147502549,0.66896744
30232,0.086368297,0.133399619
30233,0.140699882,0.580051928
30234,0.172349203,0.518585761
30235,0.649051087,0.923795231
30236,0.172272495,0.798120015
30237,0.142122646,0.436234862
30238,0.065746977,0.565922763
30239,0.091685767,0.720641444
30240,0.343583203,0.91629226
30241,0.101389676,0.505445575
30242,0.665277392,0.850030807
30243,0.109534221,0.288634965
30244,0.171922402,0.528855459
30245,0.127954793,0.160444552
30246,0.19394554,0.624622364
30247,0.192583943,0.684413247
30248,0.595474541,0.897634558
30249,0.131121024,0.709612412
30250,0.566277441,0.368339054
30251,0.134949654,0.220047238
30252,0.080311374,0.131189597
30253,0.446216395,0.886260161
30254,0.095428456,0.161999083
30255,0.143006129,0.068947182
30256,0.129349593,0.096398781
30257,0.111582854,0.9201401
30258,0.18484182,0.083435127
30259,0.106576673,0.279555924
30260,0.187725093,0.436424558
30261,0.089934748,0.496175298
30262,0.588026254,0.958350012
30263,0.152124466,0.705937842
30264,0.149627534,0.323854036
30265,0.28688816,0.709945238
30266,0.124599399,0.542409771
30267,0.096414815,0.173546901
30268,0.070040847,0.12865974
30269,0.494821449,0.808746834
30270,0.475130197,0.955693213
30271,0.084945939,0.223224258
30272,0.099754225,0.186508808
30273,0.147954628,0.799675922
30274,0.134309341,0.410358559
30275,0.125748525,0.200835993
30276,0.163790498,0.407523516
30277,0.194968095,0.839988768
30278,0.101122224,0.607343123
30279,0.157640663,0.63837208
30280,0.128954574,0.59493943
30281,0.395602358,0.308543824
30282,0.115445011,0.346216101
30283,0.103064303,0.481937324
30284,0.149653817,0.88981053
30285,0.61682878,0.716949432
30286,0.229096896,0.801141497
30287,0.153082657,0.260455644
30288,0.115908196,0.573994025
30289,0.21011273,0.231377495
30290,0.103916683,0.328038055
30291,0.130985379,0.117211671
30292,0.124919232,0.670852348
30293,0.141069648,0.586454853
30294,0.726154507,0.954050141
30295,0.71689306,0.509563447
30296,0.140820391,0.443226021
30297,0.587923673,0.710093384
30298,0.517167444,0.19002281
30299,0.219220274,0.623800277
30300,0.074529482,0.139858686
30301,0.187532225,0.12311464
30302,0.094887465,0.386968066
30303,0.085912935,0.261138624
30304,0.107235304,0.217012492
30305,0.110615491,0.367179835
30306,0.338477307,0.685459066
30307,0.399323116,0.84563552
30308,0.187510185,0.813435328
30309,0.121938296,0.856446385
30310,0.131024521,0.324063446
30311,0.118477513,0.532905693
30312,0.138828517,0.863975671
30313,0.374931541,0.698748055
30314,0.087674368,0.082361978
30315,0.320312598,0.743865722
30316,0.138261792,0.188409649
30317,0.219189653,0.639877164
30318,0.198647422,0.905839306
30319,0.734415912,0.848226061
30320,0.15889172,0.223932532
30321,0.350437426,0.632228523
30322,0.120195102,0.432547592
30323,0.474819667,0.207598897
30324,0.583171658,0.914280261
30325,0.544903365,0.150419775
30326,0.237064623,0.743971971
30327,0.175003101,0.174896614
30328,0.10779608,0.866443144
30329,0.066283171,0.077942218
30330,0.125108936,0.392939157
30331,0.212287147,0.826156801
30332,0.158762253,0.514336738
30333,0.203776313,0.937689342
30334,0.634337783,0.802270233
30335,0.297234284,0.862511781
30336,0.255963783,0.239753614
30337,0.084139326,0.76674213
30338,0.339334801,0.499028279
30339,0.085799463,0.039145119
30340,0.144200503,0.707121004
30341,0.124101921,0.144205917
30342,0.596802563,0.841880198
30343,0.157604021,0.645355227
30344,0.08378607,0.094178119
30345,0.192239086,0.777535711
30346,0.354723272,0.346057199
30347,0.188196056,0.337943491
30348,0.131172787,0.613837385
30349,0.18688608,0.2820491
30350,0.071363701,0.355351273
30351,0.111661378,0.295609633
30352,0.342220451,0.499566933
30353,0.249402843,0.185335436
30354,0.188344278,0.355975438
30355,0.10005065,0.540193837
30356,0.335716151,0.627433669
30357,0.08903246,0.18552184
30358,0.152915513,0.605648588
30359,0.140340181,0.287400655
30360,0.076799772,0.021011696
30361,0.057291981,0.318692371
30362,0.062911562,0.113076647
30363,0.121728403,0.579161296
30364,0.150094162,0.373363803
30365,0.109529583,0.146140857
30366,0.107691917,0.22446354
30367,0.087243507,0.410636018
30368,0.102618118,0.206342014
30369,0.281453553,0.318816186
30370,0.120948742,0.21557133
30371,0.175725541,0.377477586
30372,0.200067543,0.333114043
30373,0.343024522,0.278538079
30374,0.433219849,0.247179381
30375,0.119104469,0.26140546
30376,0.100197959,0.389926905
30377,0.125797221,0.229177697
30378,0.184191602,0.626415728
30379,0.192569081,0.352676105
30380,0.284427077,0.313695117
30381,0.350892615,0.26644144
30382,0.101828492,0.836114038
30383,0.232284838,0.635476438
30384,0.1366907,0.112596283
30385,0.393370371,0.748952265
30386,0.08940938,0.16200428
30387,0.467294572,0.744840558
30388,0.140071958,0.168219915
30389,0.436058922,0.751365797
30390,0.054172796,0.361278513
30391,0.3194585,0.770075333
30392,0.094540821,0.105444612
30393,0.180685384,0.411811317
30394,0.197017626,0.828194746
30395,0.351067042,0.273462567
30396,0.2164051,0.563779721
30397,0.055337313,0.16065866
30398,0.524053717,0.958913593
30399,0.101116904,0.07022116
30400,0.291621064,0.578789886
30401,0.108057529,0.199753998
30402,0.174233848,0.525325549
30403,0.267182483,0.363663458
30404,0.119830922,0.810341886
30405,0.078945524,0.470780725
30406,0.269977567,0.798865354
30407,0.115003708,0.75472177
30408,0.130566238,0.331892123
30409,0.39664641,0.612213559
30410,0.176269925,0.783521731
30411,0.259635802,0.474850807
30412,0.0918611,0.184871627
30413,0.188336645,0.341450974
30414,0.068555574,0.383523015
30415,0.111967523,0.107095393
30416,0.519190577,0.699221337
30417,0.224888407,0.558372036
30418,0.108387095,0.546312182
30419,0.120204865,0.265226056
30420,0.202888667,0.825040627
30421,0.073217322,0.111343705
30422,0.37724751,0.783443625
30423,0.039731105,0.170250864
30424,0.122348457,0.334690627
30425,0.049347523,0.165317076
30426,0.265396641,0.402641104
30427,0.487494625,0.833592185
30428,0.182153113,0.456278268
30429,0.096604093,0.411933759
30430,0.174715257,0.476987179
30431,0.129588067,0.188839772
30432,0.120844479,0.41228149
30433,0.143550356,0.041895257
30434,0.061491065,0.696045312
30435,0.139452076,0.226827385
30436,0.097397826,0.345322297
30437,0.161308687,0.6175807
30438,0.147200421,0.37597614
30439,0.214966848,0.768251249
30440,0.079873989,0.570723253
30441,0.121753389,0.499701893
30442,0.179726447,0.335820102
30443,0.144665439,0.772810391
30444,0.37187825,0.752457317
30445,0.191667082,0.493063987
30446,0.281785694,0.558470093
30447,0.538850563,0.660251557
30448,0.516229377,0.855345506
30449,0.372479027,0.702443473
30450,0.04565084,0.221416012
30451,0.160199706,0.326517501
30452,0.102535432,0.147196075
30453,0.111980152,0.941984642
30454,0.193955771,0.217698758
30455,0.162536013,0.651176703
30456,0.622643683,0.87803578
30457,0.051919456,0.523290164
30458,0.073464361,0.339665387
30459,0.122089093,0.151441705
30460,0.200500005,0.28468326
30461,0.208511949,0.867638019
30462,0.389853722,0.667691625
30463,0.196316709,0.670607595
30464,0.094141406,0.463369862
30465,0.256703583,0.664585759
30466,0.080824303,0.137891376
30467,0.203272734,0.362263883
30468,0.141680278,0.640536307
30469,0.16963637,0.627703747
30470,0.132503992,0.433424368
30471,0.101462628,0.314188765
30472,0.122038358,0.338431761
30473,0.112925254,0.093038229
30474,0.067142471,0.102125901
30475,0.148555797,0.167287689
30476,0.093711473,0.614148485
30477,0.131527316,0.24594092
30478,0.213279304,0.576853207
30479,0.119836126,0.35259721
30480,0.121010365,0.691863291
30481,0.102111565,0.168634302
30482,0.234081982,0.605817331
30483,0.098025999,0.560979881
30484,0.111390201,0.109170923
30485,0.102201596,0.20539441
30486,0.236713606,0.2045004
30487,0.304665106,0.585387527
30488,0.253295186,0.59811039
30489,0.051876456,0.095083703
30490,0.095219493,0.43739113
30491,0.437169362,0.810098824
30492,0.084103607,0.121614377
30493,0.125315939,0.309259655
30494,0.323517977,0.758382713
30495,0.439988009,0.605283622
30496,0.10408001,0.444374986
30497,0.105569838,0.474642491
30498,0.43939629,0.245655191
30499,0.399354212,0.304029111
30500,0.165841074,0.16267218
30501,0.057676152,0.148176338
30502,0.558736155,0.747574533
30503,0.144467786,0.114989433
30504,0.068836874,0.270346216
30505,0.682101043,0.703711567
30506,0.321008276,0.762830357
30507,0.111899585,0.097931208
30508,0.245245018,0.464162849
30509,0.075419262,0.677268227
30510,0.287649186,0.830828359
30511,0.145636472,0.333523335
30512,0.142508322,0.38033297
30513,0.402151829,0.729329113
30514,0.849625986,0.650504569
30515,0.111219773,0.479025964
30516,0.141607374,0.797618893
30517,0.385306857,0.766784788
30518,0.400707341,0.821823667
30519,0.14981847,0.483547232
30520,0.167441777,0.142665121
30521,0.126660718,0.821728596
30522,0.202466236,0.696625185
30523,0.119279482,0.608367483
30524,0.193405861,0.314397441
30525,0.118606096,0.666423419
30526,0.080245334,0.10255553
30527,0.120791766,0.257027868
30528,0.665708526,0.939006575
30529,0.243297332,0.774264115
30530,0.146792998,0.456804633
30531,0.110252493,0.53556366
30532,0.103249855,0.491314949
30533,0.175478962,0.278800678
30534,0.571862973,0.134417364
30535,0.112526984,0.206980254
30536,0.111465602,0.551091116
30537,0.143410417,0.611873902
30538,0.146335151,0.178429369
30539,0.153322185,0.338976844
30540,0.358134268,0.932148257
30541,0.109382975,0.142295125
30542,0.181145926,0.597133729
30543,0.072666306,0.050381566
30544,0.210462715,0.419777227
30545,0.175851379,0.13974044
30546,0.091704351,0.410195944
30547,0.099940724,0.26807842
30548,0.492718378,0.577951899
30549,0.137564066,0.200467298
30550,0.169378545,0.286092785
30551,0.614346284,0.743953476
30552,0.337434645,0.758215988
30553,0.10087999,0.489914067
30554,0.050026375,0.06616825
30555,0.523897287,0.728287401
30556,0.129617026,0.103546101
30557,0.277632564,0.507264427
30558,0.235240397,0.459070748
30559,0.276583221,0.468172824
30560,0.097227448,0.475027282
30561,0.44900069,0.822980635
30562,0.649576859,0.834108283
30563,0.152281059,0.788988051
30564,0.182662184,0.893205397
30565,0.279095154,0.10268268
30566,0.248684415,0.738742445
30567,0.204972702,0.370786974
30568,0.324378641,0.341602062
30569,0.159585628,0.601321905
30570,0.098061424,0.897451965
30571,0.157614858,0.944247337
30572,0.078991232,0.811862492
30573,0.142500134,0.584329012
30574,0.116844052,0.223450981
30575,0.236028271,0.603633201
30576,0.131491009,0.195759483
30577,0.520161785,0.25037189
30578,0.169652477,0.607670555
30579,0.082548197,0.389070164
30580,0.161866782,0.721416334
30581,0.597108144,0.68478729
30582,0.143483484,0.408624978
30583,0.125566942,0.82117319
30584,0.127215947,0.336489745
30585,0.215722179,0.737079207
30586,0.070921952,0.24926332
30587,0.108285915,0.875287966
30588,0.177995928,0.753589647
30589,0.341783766,0.443230564
30590,0.532786036,0.846526025
30591,0.279702137,0.518816881
30592,0.305523119,0.922754788
30593,0.090849075,0.156984175
30594,0.121079812,0.325886487
30595,0.097967019,0.230420632
30596,0.489156686,0.7929665
30597,0.340536694,0.467653525
30598,0.493564543,0.544708099
30599,0.106416223,0.402007208
30600,0.677753721,0.819527724
30601,0.093139482,0.746779154
30602,0.144639411,0.901561223
30603,0.108472358,0.348009668
30604,0.152009757,0.195704347
30605,0.368678284,0.17595023
30606,0.100018713,0.248062126
30607,0.117891338,0.479115738
30608,0.188053999,0.774182464
30609,0.117772336,0.910063446
30610,0.150492438,0.215207188
30611,0.088475272,0.142808198
30612,0.190714052,0.713228251
30613,0.100825572,0.614527125
30614,0.627561978,0.392773119
30615,0.238548415,0.493270449
30616,0.132755153,0.449257072
30617,0.242941062,0.255261229
30618,0.151523493,0.68018948
30619,0.432490797,0.230643013
30620,0.11268864,0.353373982
30621,0.520736684,0.823307103
30622,0.246914515,0.485844795
30623,0.426462187,0.788677116
30624,0.749457579,0.937102868
30625,0.454863955,0.792051719
30626,0.083723028,0.437732319
30627,0.557203136,0.399735035
30628,0.106683818,0.374476023
30629,0.086642118,0.74032002
30630,0.599986105,0.588648783
30631,0.227819778,0.786104907
30632,0.195843766,0.138413383
30633,0.1328305,0.847635913
30634,0.123529657,0.333193714
30635,0.050975139,0.184382573
30636,0.083896741,0.369622581
30637,0.084876303,0.068682691
30638,0.208737098,0.594058425
30639,0.109821632,0.82357263
30640,0.087490982,0.110328152
30641,0.079849269,0.457516917
30642,0.186251097,0.288204265
30643,0.142714957,0.39535513
30644,0.540251014,0.400315817
30645,0.151083399,0.525637218
30646,0.148886534,0.78924395
30647,0.651634979,0.822138263
30648,0.364595349,0.682765543
30649,0.203965213,0.596250482
30650,0.600871252,0.753596352
30651,0.119523713,0.727986654
30652,0.125880155,0.498859589
30653,0.079724203,0.174786282
30654,0.116107747,0.411353827
30655,0.140712923,0.658364181
30656,0.048364126,0.345120941
30657,0.201940244,0.764526965
30658,0.095311816,0.163926596
30659,0.127701216,0.527898642
30660,0.570050405,0.91783769
30661,0.203503126,0.657105763
30662,0.09619901,0.287171976
30663,0.311974979,0.92018979
30664,0.195372462,0.473134384
30665,0.122513033,0.723581727
30666,0.246818916,0.713072716
30667,0.142992358,0.357363443
30668,0.167432047,0.657357199
30669,0.306298698,0.074978315
30670,0.6289581,0.730729317
30671,0.110114005,0.089448985
30672,0.217261097,0.831701377
30673,0.097383813,0.870502624
30674,0.120353863,0.612339957
30675,0.208417246,0.687075881
30676,0.07547247,0.172932057
30677,0.146525784,0.311585826
30678,0.181515334,0.407232701
30679,0.286436155,0.711522981
30680,0.358058756,0.738473008
30681,0.174462609,0.145522975
30682,0.252144041,0.440579058
30683,0.145636605,0.765935189
30684,0.127109697,0.518887844
30685,0.608818707,0.484066062
30686,0.651349096,0.509468716
30687,0.065354625,0.053861995
30688,0.276930494,0.797412403
30689,0.20583403,0.718716964
30690,0.079804545,0.269201367
30691,0.08473181,0.187469538
30692,0.310048189,0.562455012
30693,0.058769037,0.418690041
30694,0.151515728,0.437626448
30695,0.13170033,0.492332716
30696,0.238704338,0.793046489
30697,0.085169536,0.307074988
30698,0.118649121,0.613802335
30699,0.361340206,0.534725161
30700,0.688706422,0.863503545
30701,0.216892135,0.153364389
30702,0.088916289,0.242730862
30703,0.13482366,0.287298877
30704,0.133463536,0.582660943
30705,0.279248769,0.715853277
30706,0.087860617,0.353389672
30707,0.077458784,0.548119112
30708,0.167659421,0.880768027
30709,0.110655329,0.469302057
30710,0.182241971,0.498339107
30711,0.422718358,0.387364966
30712,0.10990977,0.219697356
30713,0.455903438,0.76867921
30714,0.473284569,0.517864746
30715,0.219773843,0.801621713
30716,0.091523799,0.287651236
30717,0.416536149,0.909593591
30718,0.712887154,0.952854792
30719,0.080635786,0.260313757
30720,0.050950367,0.039494261
30721,0.130667701,0.564821228
30722,0.38205742,0.369776155
30723,0.091078876,0.773314187
30724,0.110703163,0.259107541
30725,0.301858873,0.696420655
30726,0.359571936,0.286654845
